37.5944267626591, -122.36458539962769
37.59495382170184, -122.36473560333252
37.595548883876354, -122.36501455307007
37.59638196292628, -122.36542224884033
37.597130025962, -122.36576557159424
37.59787808147712, -122.36619472503662
37.598473120266334, -122.36658096313477
37.59905115339058, -122.36705303192139
37.59952717729749, -122.36754655838013
37.59996919676968, -122.36816883087158
37.60056421883528, -122.36883401870728
37.601006232146304, -122.36945629119873
37.60163524656121, -122.37018585205078
37.60204325306777, -122.37095832824707
37.60241725706639, -122.37179517745972
37.60277425912928, -122.372567653656
37.60313125947898, -122.37325429916382
37.6035392577808, -122.37417697906494
37.60374325609258, -122.3747992515564
37.604117251544594, -122.37546443939209
37.60447424544932, -122.37627983093262
37.604678241197085, -122.37675189971924
37.604610242676635, -122.37728834152222
37.60428724885574, -122.37765312194824
37.6038962544593, -122.37833976745605
37.60347125821922, -122.37894058227539
37.60304625955111, -122.3797345161438
37.60280825923639, -122.38027095794678
37.60246825746599, -122.3807430267334
37.60206025329032, -122.38138675689697
37.6016862474969, -122.38203048706055
37.60127823903244, -122.38273859024048
37.600938230269406, -122.38348960876465
37.60042821421129, -122.38415479660034
37.6000882015635, -122.38484144210815
37.599714185856214, -122.38544225692749
37.59939117077773, -122.38595724105835
37.59910215609772, -122.3863434791565
37.59886414316533, -122.38687992095947
37.59860912846428, -122.3873519897461
37.5982861085882, -122.38728761672974
37.59786108029892, -122.38696575164795
37.59743604958173, -122.38664388656616
37.5971980313196, -122.38636493682861
37.59682400108367, -122.38593578338623
37.59638196292628, -122.38546371459961
37.595888917268184, -122.38479852676392
37.59539586834312, -122.38413333892822
37.595013328133426, -122.38368272781372
37.59472429644854, -122.3833179473877
37.5948858142932, -122.38289952278137
37.595234351605576, -122.38249182701111
37.59548937787305, -122.38196611404419
37.59514934265551, -122.3811399936676
37.59490281615119, -122.3802387714386
37.59464778787345, -122.37948775291443
37.59439275872169, -122.3788332939148
37.59412922768, -122.37821102142334
37.593865695705084, -122.3775565624237
37.59363616709553, -122.37702012062073
37.593321626740085, -122.37633347511292
37.593058091905185, -122.37563610076904
37.59281155847283, -122.37497091293335
37.59259052780467, -122.37450957298279
37.59240350134189, -122.37405896186829
37.59228448425726, -122.3737370967865
37.59208895577642, -122.37316846847534
37.59179141145033, -122.3726212978363
37.591527871196604, -122.37184882164001
37.59112830838679, -122.37095832824707
37.59079675463946, -122.37033605575562
37.590507706577675, -122.36958503723145
37.5902186573933, -122.36897349357605
37.58984459207656, -122.36798644065857
37.58948752797496, -122.3671281337738
37.589215477985874, -122.36645221710205
37.58885841086616, -122.36573338508606
37.58856085362452, -122.3650574684143
37.58829730193136, -122.36433863639832
37.587965735572524, -122.36364126205444
37.58788071831954, -122.3630940914154
37.58828880024832, -122.36276149749756
37.588756391374446, -122.36222505569458
37.58920697640769, -122.3616886138916
37.58981058604543, -122.3611843585968
37.590558715140745, -122.36111998558044
37.59117931652451, -122.36150622367859
37.59163838819081, -122.36210703849792
37.59185092041071, -122.36284732818604
37.592233476877006, -122.36282587051392
37.592607530187045, -122.36340522766113
37.593160105500374, -122.3638129234314
37.59369567458079, -122.36414551734924
37.59417173274986, -122.36440300941467
